lat,lon,alt,date,device,os,version
40.6777496338,-73.9688415527,33,2017-02-18 21:49:52,"iPhone8,2",10.2,1.1
40.6757850647,-73.9634399414,39.5646324158,2017-02-18 23:51:28,"iPhone8,2",10.2,1.1
40.6729774475,-73.9696884155,34.0566291809,2017-02-19 00:59:44,"iPhone8,2",10.2,1.1
40.6727142334,-73.9767456055,33.3935127258,2017-02-19 01:14:40,"iPhone8,2",10.2,1.1
40.6722793579,-73.9837112427,28.9290733337,2017-02-19 01:31:44,"iPhone8,2",10.2,1.1
40.6680107117,-73.9872741699,33,2017-02-19 01:40:16,"iPhone8,2",10.2,1.1
40.664276123,-73.9915924072,30.0252552032,2017-02-19 01:53:04,"iPhone8,2",10.2,1.1
40.6726264954,-74.0002746582,32.0198478699,2017-02-19 16:19:12,"iPhone8,2",10.2,1.1
40.682182312,-73.9951934814,27.4713344574,2017-02-19 16:23:28,"iPhone8,2",10.2,1.1
40.6842269897,-73.9950485229,29.5180473328,2017-02-19 16:34:08,"iPhone8,2",10.2,1.1
40.6890716553,-73.9899978638,28.6321697235,2017-02-19 18:16:32,"iPhone8,2",10.2,1.1
40.6861839294,-73.9828948975,22.1376190186,2017-02-19 18:27:12,"iPhone8,2",10.2,1.1
40.6843605042,-73.9769439697,33,2017-02-19 18:35:44,"iPhone8,2",10.2,1.1
40.6799163818,-73.9780731201,26.4956436157,2017-02-19 18:57:04,"iPhone8,2",10.2,1.1
40.6713294983,-73.9845428467,25.6126041412,2017-02-19 19:05:36,"iPhone8,2",10.2,1.1
40.6673240662,-73.9878768921,32.7579116821,2017-02-19 19:09:52,"iPhone8,2",10.2,1.1
40.6698150635,-73.9892044067,30.6537246704,2017-02-20 11:39:44,"iPhone8,2",10.2,1.1
40.6728057861,-73.9959411621,27.0592498779,2017-02-20 11:46:08,"iPhone8,2",10.2,1.1
40.6840400696,-73.9950790405,27.2390537262,2017-02-20 11:56:48,"iPhone8,2",10.2,1.1
40.6883125305,-73.9894485474,33,2017-02-20 13:28:32,"iPhone8,2",10.2,1.1
40.6957817078,-73.9660263062,23.9747200012,2017-02-20 13:34:56,"iPhone8,2",10.2,1.1
40.7402763367,-73.8996124268,16.1083641052,2017-02-20 13:41:20,"iPhone8,2",10.2,1.1
40.7490386963,-73.8910522461,23,2017-02-20 13:49:52,"iPhone8,2",10.2,1.1
40.7496452332,-73.8851089478,23,2017-02-20 13:58:24,"iPhone8,2",10.2,1.1
40.745803833,-73.8884735107,23.0057945251,2017-02-20 15:15:12,"iPhone8,2",10.2,1.1
40.7461853027,-73.899887085,21.8931617737,2017-02-20 15:38:40,"iPhone8,2",10.2,1.1
40.7411651611,-73.8995513916,19.7686862946,2017-02-20 15:57:52,"iPhone8,2",10.2,1.1
40.7236061096,-73.9376373291,16.7905502319,2017-02-20 16:04:16,"iPhone8,2",10.2,1.1
40.7005653381,-73.9865341187,24.6923828125,2017-02-20 16:08:32,"iPhone8,2",10.2,1.1
40.6758422852,-74.0009307861,14.2469739914,2017-02-20 16:14:56,"iPhone8,2",10.2,1.1
40.6682243347,-73.9963302612,9.43170547485,2017-02-20 16:19:12,"iPhone8,2",10.2,1.1
40.6642456055,-73.9916305542,30.2715301514,2017-02-20 16:25:36,"iPhone8,2",10.2,1.1
40.6698188782,-73.9890518188,33,2017-02-21 12:48:00,"iPhone8,2",10.2,1.1
40.6806182861,-73.9945678711,25.0949516296,2017-02-21 12:56:32,"iPhone8,2",10.2,1.1
40.7243270874,-73.9942550659,24.9931526184,2017-02-21 14:56:00,"iPhone8,2",10.2,1.1
40.7543029785,-73.9843063354,10.4654550552,2017-02-21 15:06:40,"iPhone8,2",10.2,1.1
40.7330780029,-74,7.65229797363,2017-02-21 21:22:08,"iPhone8,2",10.2,1.1
40.7143135071,-73.9943618774,7.90919780731,2017-02-21 21:26:24,"iPhone8,2",10.2,1.1
40.683971405,-73.9786071777,30.8941516876,2017-02-21 21:37:04,"iPhone8,2",10.2,1.1
40.6771278381,-73.9832687378,20.4551925659,2017-02-21 21:43:28,"iPhone8,2",10.2,1.1
40.6652450562,-73.9929504395,33,2017-02-21 21:49:52,"iPhone8,2",10.2,1.1
40.6693534851,-73.9864654541,31.0643234253,2017-02-22 21:45:36,"iPhone8,2",10.2,1.1
40.6692047119,-73.9898605347,32.4160804749,2017-02-22 21:58:24,"iPhone8,2",10.2,1.1
40.6641654968,-73.9916305542,30.2785320282,2017-02-23 00:12:48,"iPhone8,2",10.2,1.1
40.6701545715,-73.9974746704,20.4286231995,2017-02-23 09:44:32,"iPhone8,2",10.2,1.1
40.6888427734,-73.9990997314,16.9154109955,2017-02-23 09:48:48,"iPhone8,2",10.2,1.1
40.7608757019,-73.8979873657,13.2756977081,2017-02-23 09:59:28,"iPhone8,2",10.2,1.1
40.7710876465,-73.8742218018,10.0690698624,2017-02-23 10:03:44,"iPhone8,2",10.2,1.1
40.7705612183,-73.8651123047,17.1437568665,2017-02-23 10:12:16,"iPhone8,2",10.2,1.1
40.7770843506,-73.8473815918,12.8220415115,2017-02-23 11:05:36,"iPhone8,2",10.2,1.1
42.3630180359,-71.0160446167,16.7966747284,2017-02-23 11:50:24,"iPhone8,2",10.2,1.1
42.3508605957,-71.0391998291,7.82825994492,2017-02-23 12:09:36,"iPhone8,2",10.2,1.1
42.3686676025,-71.0648040771,7.82825994492,2017-02-23 12:13:52,"iPhone8,2",10.2,1.1
42.3604240417,-71.0865707397,8.72544002533,2017-02-23 12:20:16,"iPhone8,2",10.2,1.1
42.3490409851,-71.0669021606,8.7830619812,2017-02-23 21:24:16,"iPhone8,2",10.2,1.1
42.3487930298,-71.0461959839,7.60006332397,2017-02-23 21:32:48,"iPhone8,2",10.2,1.1
42.352481842,-71.0553283691,8.87232875824,2017-02-23 21:37:04,"iPhone8,2",10.2,1.1
42.3482170105,-71.0416641235,8.98357200623,2017-02-23 21:47:44,"iPhone8,2",10.2,1.1
42.3715133667,-71.0233306885,5.14932632446,2017-02-23 22:06:56,"iPhone8,2",10.2,1.1
42.3621559143,-71.0189285278,8.14085292816,2017-02-23 22:13:20,"iPhone8,2",10.2,1.1
42.3666152954,-71.0174179077,8.01652812958,2017-02-23 22:17:36,"iPhone8,2",10.2,1.1
42.3710174561,-71.0072174072,8.43453884125,2017-02-24 00:38:24,"iPhone8,2",10.2,1.1
40.6615371704,-73.8334732056,-2.564453125,2017-02-24 01:29:36,"iPhone8,2",10.2,1.1
40.6923866272,-73.9872055054,58.3721809387,2017-02-24 01:46:40,"iPhone8,2",10.2,1.1
40.6838798523,-73.9786071777,28.5125637054,2017-02-24 01:59:28,"iPhone8,2",10.2,1.1
40.6671409607,-73.9915466309,24.4986038208,2017-02-24 02:05:52,"iPhone8,2",10.2,1.1
40.6765327454,-73.9987716675,30.9250907898,2017-02-24 14:11:12,"iPhone8,2",10.2,1.1
40.6839904785,-73.9952087402,25.7551078796,2017-02-24 14:21:52,"iPhone8,2",10.2,1.1
40.6795196533,-73.9972763062,28.9386806488,2017-02-24 16:00:00,"iPhone8,2",10.2,1.1
40.6867637634,-73.990524292,33,2017-02-24 16:38:24,"iPhone8,2",10.2,1.1
40.6797523499,-73.9953308105,23.9473705292,2017-02-24 16:49:04,"iPhone8,2",10.2,1.1
40.6656494141,-73.9924621582,30.1870670319,2017-02-24 17:01:52,"iPhone8,2",10.2,1.1
40.6738204956,-73.9987716675,17.7707672119,2017-02-25 14:02:40,"iPhone8,2",10.2,1.1
40.684173584,-73.9950408936,27.0036048889,2017-02-25 14:09:04,"iPhone8,2",10.2,1.1
40.6869125366,-73.9903411865,26.2343444824,2017-02-25 15:42:56,"iPhone8,2",10.2,1.1
40.6852111816,-73.9848480225,21.0130615234,2017-02-25 15:49:20,"iPhone8,2",10.2,1.1
40.6819381714,-73.9781570435,33,2017-02-25 15:57:52,"iPhone8,2",10.2,1.1
40.6776237488,-73.9831771851,27.1108722687,2017-02-25 16:29:52,"iPhone8,2",10.2,1.1
40.6713409424,-73.9879302979,24.5963993073,2017-02-25 16:42:40,"iPhone8,2",10.2,1.1
40.6670341492,-73.9915618896,23.5191917419,2017-02-25 16:51:12,"iPhone8,2",10.2,1.1
40.6567497253,-74.0053939819,23.5438632965,2017-02-25 20:13:52,"iPhone8,2",10.2,1.1
40.657207489,-74.008140564,16,2017-02-25 20:45:52,"iPhone8,2",10.2,1.1
40.6683006287,-73.9981994629,16,2017-02-25 20:54:24,"iPhone8,2",10.2,1.1
40.6570014954,-74.0085296631,11.7549591064,2017-02-25 20:58:40,"iPhone8,2",10.2,1.1
40.6535186768,-74.0044708252,15.9497861862,2017-02-25 21:13:36,"iPhone8,2",10.2,1.1
40.6603927612,-73.9978866577,17.5465965271,2017-02-25 22:13:20,"iPhone8,2",10.2,1.1
40.6700668335,-73.9890289307,23.7405548096,2017-02-25 22:17:36,"iPhone8,2",10.2,1.1
40.6728858948,-73.9940338135,29.2262840271,2017-02-25 22:24:00,"iPhone8,2",10.2,1.1
40.6806716919,-73.9946289062,24.5809230804,2017-02-25 22:28:16,"iPhone8,2",10.2,1.1
40.6768035889,-73.9985961914,24.1243267059,2017-02-26 00:02:08,"iPhone8,2",10.2,1.1
40.6651535034,-73.9935150146,25.5985965729,2017-02-26 00:06:24,"iPhone8,2",10.2,1.1
40.6642799377,-73.9915313721,30.357006073,2017-02-26 02:29:20,"iPhone8,2",10.2,1.1
